Sno,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
4297,-,-,34901,2142,48355
4298,-,-,19793,349,26164
4299,-,-,1059,11,1483
4300,-,-,7811,244,13899
4301,-,-,2716,49,5535
4302,-,-,23065,1331,63772
4303,-,-,5371,42,12480
4304,-,-,1003,2,1178
4305,-,-,15311,721,22600
4306,-,-,169569,11854,310455
4307,-,-,1213,0,1911
4308,-,-,66,2,450
4309,-,-,167,0,284
4310,-,-,445,0,988
4311,-,-,12453,91,17437
4312,-,-,1154,28,1999
4313,-,-,6535,254,10100
4314,-,-,21730,559,29434
4315,-,-,92,0,283
4316,-,-,117915,2481,170693
4317,-,-,32438,415,45076
4318,-,-,1759,5,2878
4319,-,-,3116,52,4515
4320,-,-,29845,1146,49247
4321,-,-,24883,1112,42487
4322,-,-,152,0,207
4323,-,-,24228,696,53724
4324,-,-,285,3,790
4325,-,-,17095,58,25382
4326,-,-,17433,217,27646
4327,-,-,518,12,737
4328,-,-,3944,25,5561
4329,-,-,448,2,684
4330,-,-,104918,3663,123747
4331,-,-,2361,23,3853
4332,-,-,35678,2162,49353
4333,-,-,20226,355,26858
4334,-,-,1067,11,1631
4335,-,-,8274,254,14650
4336,-,-,2810,53,5756
4337,-,-,23795,1403,67420
4338,-,-,5616,43,13274
4339,-,-,1007,2,1195
4340,-,-,15684,738,23310
4341,-,-,175029,12030,318695
4342,-,-,1307,0,1925
4343,-,-,66,4,466
4344,-,-,168,0,297
4345,-,-,484,0,1021
4346,-,-,12910,97,18110
4347,-,-,1265,29,2092
4348,-,-,7118,262,10510
4349,-,-,22195,568,30390
4350,-,-,92,0,305
4351,-,-,121776,2551,175678
4352,-,-,34323,422,46274
4353,-,-,1845,7,3079
4354,-,-,3212,55,4642
4355,-,-,30831,1192,51160
4356,-,-,26418,1147,44769
4357,-,-,159,0,212
4358,-,-,25574,758,58668
4359,-,-,303,3,858
4360,-,-,18033,58,25382
4361,-,-,18515,217,28952
4362,-,-,518,12,751
4363,-,-,4114,29,5729
4364,-,-,463,2,705
4365,-,-,106118,3690,125096
4366,-,-,2449,26,4027
4367,-,-,36423,2196,50379
4368,-,-,20952,364,27462
4369,-,-,1077,11,1664
4370,-,-,8455,263,15258
4371,-,-,2904,55,6159
4372,-,-,25459,1464,71069
4373,-,-,5890,44,13994
4374,-,-,1010,2,1198
4375,-,-,16257,756,24095
4376,-,-,182217,12276,327031
4377,-,-,1400,0,2015
4378,-,-,70,4,490
4379,-,-,168,0,317
4380,-,-,485,0,1030
4381,-,-,13310,103,18757
4382,-,-,1318,30,2179
4383,-,-,7389,263,10889
4384,-,-,22744,577,31373
4385,-,-,108,0,330
4386,-,-,126670,2626,180643
4387,-,-,37385,429,47705
4388,-,-,1926,8,3331
4389,-,-,3297,55,4849
4390,-,-,31855,1229,53288
4391,-,-,28035,1182,47030
4392,-,-,163,0,221
4393,-,-,32127,823,64713
4394,-,-,314,3,949
4395,-,-,18033,64,26772
4396,-,-,19646,217,30369
4397,-,-,526,13,793
4398,-,-,4230,29,5968
4399,-,-,474,2,733
4400,-,-,107650,3719,126323
4401,-,-,2541,28,4176
4402,-,-,37260,2224,51399
4403,-,-,21697,372,28186
4404,-,-,1105,11,1725
4405,-,-,8607,273,15711
4406,-,-,3024,64,6485
4407,-,-,27239,1519,75833
4408,-,-,6162,45,15032
4409,-,-,1018,2,1206
4410,-,-,16836,770,24842
4411,-,-,187769,12556,337607
4412,-,-,1428,0,2060
4413,-,-,77,4,514
4414,-,-,179,0,317
4415,-,-,486,0,1084
4416,-,-,13750,108,19835
4417,-,-,1369,31,2300
4418,-,-,7641,269,11301
4419,-,-,23364,583,32334
4420,-,-,112,0,438
4421,-,-,131583,3144,186492
4422,-,-,37666,438,49259
4423,-,-,2032,9,3449
4424,-,-,3349,57,5300
4425,-,-,33500,1263,55588
4426,-,-,29650,1221,49321
4427,-,-,170,0,240
4428,-,-,37555,884,72711
4429,-,-,334,3,991
4430,-,-,20699,70,28791
4431,-,-,20769,217,31980
4432,-,-,531,13,800
4433,-,-,4377,30,6254
4434,-,-,489,2,770
4435,-,-,109065,3745,127364
4436,-,-,2655,29,4350
4437,-,-,37978,2252,52477
4438,-,-,22249,378,28975
4439,-,-,1136,11,1834
4440,-,-,8709,282,16429
4441,-,-,3174,67,6975
4442,-,-,29310,1616,80863
4443,-,-,6594,50,16110
4444,-,-,1025,2,1210
4445,-,-,17359,780,25474
4446,-,-,194253,12854,347502
4447,-,-,1466,0,2115
4448,-,-,78,4,534
4449,-,-,183,0,332
4450,-,-,530,0,1174
4451,-,-,14393,114,21099
4452,-,-,1400,34,2420
4453,-,-,7741,277,11739
4454,-,-,23815,594,33220
4455,-,-,122,0,460
4456,-,-,136793,3232,192964
4457,-,-,39327,447,50826
4458,-,-,2072,10,3656
4459,-,-,3399,60,5445
4460,-,-,35803,1289,58104
4461,-,-,31656,1255,51757
4462,-,-,174,0,259
4463,-,-,39935,933,80858
4464,-,-,392,3,1056
4465,-,-,21761,76,29921
4466,-,-,22343,220,33926
4467,-,-,535,13,823
4468,-,-,4567,36,6731
4469,-,-,512,2,815
4470,-,-,110931,3777,128389
4471,-,-,2865,29,4540
4472,-,-,38849,2278,53545
4473,-,-,22953,382,29755
4474,-,-,1145,11,1954
4475,-,-,9217,296,16782
4476,-,-,3307,70,7493
4477,-,-,31347,1724,85870
4478,-,-,7562,54,16995
4479,-,-,1035,2,1246
4480,-,-,17866,791,26210
4481,-,-,199967,13132,357117
4482,-,-,1491,0,2146
4483,-,-,87,5,588
4484,-,-,183,0,361
4485,-,-,537,1,1239
4486,-,-,15201,120,22693
4487,-,-,1483,35,2515
4488,-,-,8096,282,12216
4489,-,-,24547,602,34178
4490,-,-,142,0,477
4491,-,-,143297,3320,199749
4492,-,-,40334,455,52466
4493,-,-,2131,11,3759
4494,-,-,3399,60,5445
4495,-,-,37712,1348,60771
4496,-,-,33529,1290,53973
4497,-,-,176,0,290
4498,-,-,43255,985,88671
4499,-,-,428,3,1126
4500,-,-,23055,77,31086
4501,-,-,24053,234,36604
4502,-,-,555,13,852
4503,-,-,4683,39,7087
4504,-,-,530,2,860
4505,-,-,113068,3806,129531
4506,-,-,3047,33,4686
4507,-,-,39631,2300,54626
4508,-,-,23654,389,30538
4509,-,-,1173,11,2049
4510,-,-,9517,305,17305
4511,-,-,3425,82,7836
4512,-,-,33750,1796,90942
4513,-,-,8611,59,18098
4514,-,-,1057,3,1276
4515,-,-,18488,799,26926
4516,-,-,207194,13389,366368
4517,-,-,1524,0,2176
4518,-,-,94,5,646
4519,-,-,183,0,361
4520,-,-,541,4,1289
4521,-,-,15929,130,24013
4522,-,-,1561,38,2654
4523,-,-,8297,291,12684
4524,-,-,25306,613,35298
4525,-,-,142,0,499
4526,-,-,151055,3409,206737
4527,-,-,40334,455,52466
4528,-,-,2209,11,3862
4529,-,-,3495,63,5961
4530,-,-,39903,1387,63742
4531,-,-,35654,1332,56377
4532,-,-,182,0,324
4533,-,-,46301,1041,96298
4534,-,-,505,3,1158
4535,-,-,24040,79,32228
4536,-,-,25815,244,39176
4537,-,-,572,13,887
4538,-,-,4944,43,7450
4539,-,-,550,2,914
4540,-,-,114875,3827,130606
4541,-,-,3277,35,4861
4542,-,-,40365,2326,55822
4543,-,-,24384,392,31332
4544,-,-,1198,12,2176
4545,-,-,9928,312,17920
4546,-,-,3704,85,8275
4547,-,-,35838,1878,96141
4548,-,-,9300,61,19025
4549,-,-,1063,4,1285
4550,-,-,19132,811,27800
4551,-,-,213238,13656,375799
4552,-,-,1554,0,2235
4553,-,-,135,5,702
4554,-,-,193,0,361
4555,-,-,549,4,1339
4556,-,-,16793,140,25389
4557,-,-,1645,40,2786
4558,-,-,8810,306,13218
4559,-,-,25353,621,35909
4560,-,-,148,0,545
4561,-,-,156526,3494,213723
4562,-,-,41332,463,54059
4563,-,-,2361,13,3900
4564,-,-,3566,63,6104
4565,-,-,41641,1426,66988
4566,-,-,37751,1372,58718
4567,-,-,192,1,338
4568,-,-,49558,1090,102349
4569,-,-,574,3,1239
4570,-,-,25402,86,33576
4571,-,-,27530,253,41244
4572,-,-,575,14,910
4573,-,-,5172,44,7745
4574,-,-,564,2,946
4575,-,-,116372,3853,131219
4576,-,-,3410,36,5119
4577,-,-,41380,2348,56874
4578,-,-,25046,397,32127
4579,-,-,1216,14,2270
4580,-,-,10402,321,18390
4581,-,-,3770,89,8683
4582,-,-,37685,1953,101465
4583,-,-,10045,63,19727
4584,-,-,1066,4,1306
4585,-,-,19791,820,28589
4586,-,-,221944,13883,383723
4587,-,-,1596,0,2286
4588,-,-,186,5,738
4589,-,-,193,0,384
4590,-,-,569,5,1385
4591,-,-,17374,147,26892
4592,-,-,1720,43,2872
4593,-,-,9064,318,13769
4594,-,-,26123,631,36878
4595,-,-,174,1,555
4596,-,-,162249,3571,220716
4597,-,-,42909,480,57142
4598,-,-,2467,17,4049
4599,-,-,3675,66,6328
4600,-,-,42833,1456,70493
4601,-,-,39917,1411,60830
4602,-,-,196,1,363
4603,-,-,52622,1148,110297
4604,-,-,617,3,1330
4605,-,-,26618,88,34947
4606,-,-,28856,269,43843
4607,-,-,599,14,934
4608,-,-,5439,46,8257
4609,-,-,596,2,982
4610,-,-,117507,3881,132275
4611,-,-,3595,36,5287
4612,-,-,42412,2372,57982
4613,-,-,25758,406,32876
4614,-,-,1234,14,2330
4615,-,-,10885,333,18879
4616,-,-,3868,89,9078
4617,-,-,40504,2055,107001
4618,-,-,10724,67,20894
4619,-,-,1067,6,1327
4620,-,-,20343,830,29217
4621,-,-,232277,14165,391440
4622,-,-,1612,0,2317
4623,-,-,194,5,779
4624,-,-,198,0,384
4625,-,-,577,5,1460
4626,-,-,18061,154,28107
4627,-,-,1782,47,3011
4628,-,-,9752,336,14378
4629,-,-,27202,644,38514
4630,-,-,186,1,579
4631,-,-,166956,3659,227688
4632,-,-,42909,480,57142
4633,-,-,2621,21,4269
4634,-,-,3720,70,6587
4635,-,-,44520,1497,73951
4636,-,-,42022,1449,62964
4637,-,-,201,2,428
4638,-,-,55406,1213,120390
4639,-,-,677,3,1410
4640,-,-,27832,92,36295
4641,-,-,30320,278,46080
4642,-,-,611,14,978
4643,-,-,5636,48,8539
4644,-,-,648,2,1026
4645,-,-,118633,3907,133310
4646,-,-,3784,39,5489
4647,-,-,43195,2396,59126
4648,-,-,26420,413,33631
4649,-,-,1332,14,2403
4650,-,-,11322,348,19419
4651,-,-,4035,98,9861
4652,-,-,42901,2147,112504
4653,-,-,11365,68,21797
4654,-,-,1080,6,1347
4655,-,-,20934,843,30134
4656,-,-,239755,14463,400651
4657,-,-,1639,0,2458
4658,-,-,207,5,784
4659,-,-,215,0,398
4660,-,-,595,5,1513
4661,-,-,18939,159,29175
4662,-,-,1874,47,3177
4663,-,-,10213,361,14946
4664,-,-,27569,650,38964
4665,-,-,198,1,596
4666,-,-,172883,3741,234114
4667,-,-,43751,492,58906
4668,-,-,2678,21,4485
4669,-,-,3811,72,6866
4670,-,-,45807,1530,77334
4671,-,-,44116,1490,65258
4672,-,-,201,4,471
4673,-,-,60024,1281,130557
4674,-,-,827,3,1484
4675,-,-,29080,94,38407
4676,-,-,31350,282,48477
4677,-,-,647,14,1016
4678,-,-,5921,51,8761
4679,-,-,668,2,1064
4680,-,-,119724,3936,134403
4681,-,-,4005,42,5704
4682,-,-,44074,2418,60285
4683,-,-,27340,417,34254
4684,-,-,1387,14,2506
4685,-,-,11842,365,19869
4686,-,-,4176,103,10167
4687,-,-,46694,2230,118632
4688,-,-,12159,70,22303
4689,-,-,1094,7,1378
4690,-,-,21657,857,30968
4691,-,-,248615,14729,411798
4692,-,-,1672,4,2505
4693,-,-,210,5,803
4694,-,-,234,0,408
4695,-,-,625,5,1566
4696,-,-,19746,169,30378
4697,-,-,1958,48,3298
4698,-,-,10509,370,15456
4699,-,-,28385,663,40145
4700,-,-,214,1,610
4701,-,-,178178,3838,239978
4702,-,-,44572,505,60717
4703,-,-,2962,21,4706
4704,-,-,3996,76,7065
4705,-,-,46803,1587,81039
4706,-,-,46256,1536,67692
4707,-,-,214,5,548
4708,-,-,63864,1349,140933
4709,-,-,918,3,1591
4710,-,-,30357,98,40269
4711,-,-,33358,296,51233
4712,-,-,667,15,1051
4713,-,-,6230,53,9086
4714,-,-,686,2,1100
4715,-,-,120930,3963,135598
4716,-,-,4211,45,5913
4717,-,-,44907,2441,61438
4718,-,-,28227,421,34965
4719,-,-,1459,14,2564
4720,-,-,12217,377,20359
4721,-,-,4314,106,10958
4722,-,-,49788,2314,124115
4723,-,-,13023,73,23613
4724,-,-,1095,7,1404
4725,-,-,22271,867,31806
4726,-,-,256158,14994,422118
4727,-,-,1689,5,2621
4728,-,-,215,5,823
4729,-,-,247,0,412
4730,-,-,635,5,1693
4731,-,-,20518,177,31877
4732,-,-,2100,49,3472
4733,-,-,10734,386,16119
4734,-,-,29035,674,41298
4735,-,-,231,1,639
4736,-,-,183956,3935,245859
4737,-,-,45388,519,62703
4738,-,-,3327,21,4978
4739,-,-,4168,80,7183
4740,-,-,48863,1630,85461
4741,-,-,48374,1581,70188
4742,-,-,226,7,636
4743,-,-,76614,1407,150209
4744,-,-,969,3,1673
4745,-,-,31442,101,41726
4746,-,-,34994,309,54240
4747,-,-,683,18,1079
4748,-,-,6610,55,9385
4749,-,-,725,2,1145
4750,-,-,122131,3989,136716
4751,-,-,4438,48,6193
4752,-,-,45699,2464,62463
4753,-,-,29080,428,35758
4754,-,-,1502,14,2634
4755,-,-,12871,388,20972
4756,-,-,4513,113,11686
4757,-,-,53648,2412,129287
4758,-,-,13775,81,24742
4759,-,-,1108,7,1462
4760,-,-,22969,876,32614
4761,-,-,266883,15316,431719
4762,-,-,1699,6,2756
4763,-,-,252,5,856
4764,-,-,253,0,468
4765,-,-,640,5,1831
4766,-,-,21274,187,33479
4767,-,-,2198,51,3606
4768,-,-,11075,405,17063
4769,-,-,29977,690,42646
4770,-,-,269,1,650
4771,-,-,190966,4034,251738
4772,-,-,46502,530,64786
4773,-,-,3463,23,5233
4774,-,-,4330,83,7447
4775,-,-,51334,1677,89048
4776,-,-,50517,1629,72777
4777,-,-,242,8,734
4778,-,-,82886,1474,158764
4779,-,-,996,3,1698
4780,-,-,32384,105,42904
4781,-,-,36389,329,57024
4782,-,-,698,19,1117
4783,-,-,6991,58,9531
4784,-,-,766,2,1184
4785,-,-,123317,4004,137677
4786,-,-,4668,53,6530
4787,-,-,46504,2486,63562
4788,-,-,29690,433,36519
4789,-,-,1559,14,2703
4790,-,-,13127,396,21416
4791,-,-,4682,118,12523
4792,-,-,57725,2496,134819
4793,-,-,14463,82,25911
4794,-,-,1108,7,1466
4795,-,-,23550,886,33535
4796,-,-,276809,15576,441228
4797,-,-,1737,7,2831
4798,-,-,264,5,874
4799,-,-,258,0,482
4800,-,-,648,5,1935
4801,-,-,21955,197,34913
4802,-,-,2309,52,3806
4803,-,-,11466,423,17853
4804,-,-,30710,703,43804
4805,-,-,289,1,658
4806,-,-,196483,4132,257613
4807,-,-,47590,540,66677
4808,-,-,3605,27,5374
4809,-,-,4437,86,7593
4810,-,-,53168,1730,92921
4811,-,-,52730,1678,75516
4812,-,-,263,10,830
4813,-,-,88672,1537,166586
4814,-,-,1063,3,1758
4815,-,-,33428,109,45275
4816,-,-,38228,330,59328
4817,-,-,706,19,1159
4818,-,-,7256,61,9779
4819,-,-,860,2,1274
4820,-,-,124254,4021,138482
4821,-,-,4876,56,6816
4822,-,-,47478,2508,64585
4823,-,-,30470,440,37173
4824,-,-,1658,14,2818
4825,-,-,14032,407,22006
4826,-,-,4792,125,13478
4827,-,-,62500,2594,139571
4828,-,-,15278,84,26873
4829,-,-,1109,7,1485
4830,-,-,24099,900,34285
4831,-,-,287030,15842,450196
4832,-,-,1766,7,2920
4833,-,-,264,5,902
4834,-,-,266,0,501
4835,-,-,657,5,2129
4836,-,-,23074,207,36297
4837,-,-,2411,56,3982
4838,-,-,11882,442,18527
4839,-,-,31458,715,44975
4840,-,-,297,1,688
4841,-,-,202283,4241,263222
4842,-,-,49675,563,68946
4843,-,-,3675,28,5505
4844,-,-,4538,90,7800
4845,-,-,55393,1778,97362
4846,-,-,54818,1731,78232
4847,-,-,277,12,928
4848,-,-,95625,1604,176333
4849,-,-,1105,3,1790
4850,-,-,34421,115,48161
4851,-,-,40348,347,61788
4852,-,-,715,20,1206
4853,-,-,7613,69,10202
4854,-,-,919,2,1325
4855,-,-,125226,4033,139156
4856,-,-,5114,60,7075
4857,-,-,48376,2533,65599
4858,-,-,31226,448,37796
4859,-,-,1710,14,2879
4860,-,-,14856,417,22396
4861,-,-,5164,128,13940
4862,-,-,69272,2704,145830
4863,-,-,16299,87,27956
4864,-,-,1127,7,1534
4865,-,-,25414,912,35082
4866,-,-,299356,16142,457956
4867,-,-,1814,7,3018
4868,-,-,330,5,917
4869,-,-,282,0,504
4870,-,-,659,5,2405
4871,-,-,24483,216,37681
4872,-,-,2537,58,4147
4873,-,-,12491,462,19015
4874,-,-,32832,732,46679
4875,-,-,299,1,783
4876,-,-,208784,4349,268285
4877,-,-,50814,576,70958
4878,-,-,3725,30,5628
4879,-,-,4847,95,8008
4880,-,-,57271,1817,100310
4881,-,-,56884,1785,80984
4882,-,-,326,14,1027
4883,-,-,104354,1681,186461
4884,-,-,1210,3,1855
4885,-,-,35892,121,50445
4886,-,-,42414,355,64770
4887,-,-,715,20,1270
4888,-,-,7871,71,10407
4889,-,-,960,2,1366
4890,-,-,126116,4044,140232
4891,-,-,5287,64,7423
4892,-,-,49433,2556,66669
4893,-,-,31960,455,38548
4894,-,-,1762,14,2916
4895,-,-,15244,426,22955
4896,-,-,5703,136,14888
4897,-,-,74679,2804,151449
4898,-,-,17533,94,29151
4899,-,-,1164,7,1592
4900,-,-,26064,929,35734
4901,-,-,305521,16476,468265
4902,-,-,1862,7,3093
4903,-,-,330,5,929
4904,-,-,286,0,537
4905,-,-,685,6,2498
4906,-,-,25738,225,39018
4907,-,-,2668,65,4433
4908,-,-,12943,491,19856
4909,-,-,33849,745,47272
4910,-,-,303,1,800
4911,-,-,214815,4461,273460
4912,-,-,52103,589,73050
4913,-,-,3793,31,5725
4914,-,-,5233,98,8254
4915,-,-,60558,1857,104388
4916,-,-,58962,1846,83800
4917,-,-,355,16,1123
4918,-,-,112870,1753,196789
4919,-,-,1245,3,1948
4920,-,-,37224,126,52817
4921,-,-,43537,363,67788
4922,-,-,777,20,1327
4923,-,-,8088,77,10932
4924,-,-,973,2,1391
4925,-,-,127124,4059,141531
4926,-,-,5453,66,7614
4927,-,-,50350,2583,67699
4928,-,-,32640,458,39303
4929,-,-,1865,14,3047
4930,-,-,15708,436,23454
4931,-,-,6594,145,15756
4932,-,-,80281,2897,158254
4933,-,-,18333,97,30449
4934,-,-,1177,7,1595
4935,-,-,26902,946,36564
4936,-,-,316375,16792,479779
4937,-,-,1905,8,3217
4938,-,-,345,5,990
4939,-,-,288,0,539
4940,-,-,819,6,2580
4941,-,-,26888,235,40717
4942,-,-,2808,70,4621
4943,-,-,13659,517,20891
4944,-,-,35131,757,48996
4945,-,-,353,1,829
4946,-,-,221087,4571,279144
4947,-,-,53239,601,75257
4948,-,-,3860,36,5853
4949,-,-,5427,98,8552
4950,-,-,63402,1918,108974
4951,-,-,61023,1902,86754
4952,-,-,425,19,1222
4953,-,-,120464,1842,206960
4954,-,-,1326,3,2049
4955,-,-,38809,132,55496
4956,-,-,44482,369,71304
4957,-,-,820,23,1374
4958,-,-,8319,87,11408
4959,-,-,1014,2,1437
4960,-,-,128232,4082,142723
4961,-,-,5595,70,7947
4962,-,-,51720,2605,68768
4963,-,-,33444,467,40054
4964,-,-,1954,14,3150
4965,-,-,16218,449,23927
4966,-,-,7391,151,16465
4967,-,-,84232,2998,164924
4968,-,-,19147,102,31700
4969,-,-,1194,9,1614
4970,-,-,27621,962,37298
4971,-,-,327281,17092,490262
4972,-,-,1926,10,3466
4973,-,-,411,5,1006
4974,-,-,289,0,566
4975,-,-,824,7,2657
4976,-,-,28698,247,42550
4977,-,-,2914,75,4862
4978,-,-,14040,539,21930
4979,-,-,36195,767,50157
4980,-,-,406,1,854
4981,-,-,227575,4690,285024
4982,-,-,54330,615,77513
4983,-,-,4084,37,5999
4984,-,-,5731,112,8901
4985,-,-,66834,1981,113378
4986,-,-,63060,1954,89666
4987,-,-,500,20,1351
4988,-,-,129615,1939,217040
4989,-,-,1430,3,2117
4990,-,-,40591,140,57714
4991,-,-,48243,382,75294
4992,-,-,872,24,1426
4993,-,-,8582,89,11743
4994,-,-,1037,2,1456
4995,-,-,129362,4098,144127
4996,-,-,5802,72,8206
4997,-,-,52855,2628,69869
4998,-,-,34031,474,40843
4999,-,-,2081,14,3264
5000,-,-,16667,459,24390
5001,-,-,8123,155,17094
5002,-,-,89238,3091,172102
5003,-,-,20862,106,33120
5004,-,-,1214,9,1639
5005,-,-,28353,977,38157
5006,-,-,338362,17367,503084
5007,-,-,1927,11,3635
5008,-,-,423,6,1023
5009,-,-,296,0,593
5010,-,-,896,7,2688
5011,-,-,30242,259,44193
5012,-,-,3054,80,5123
5013,-,-,14880,562,22928
5014,-,-,37163,778,51328
5015,-,-,470,1,860
5016,-,-,232618,4808,290907
5017,-,-,55999,627,79495
5018,-,-,4176,41,6146
5019,-,-,5963,117,9402
5020,-,-,69833,2028,118038
5021,-,-,65124,2005,92615
5022,-,-,648,20,1490
5023,-,-,138712,2036,227860
5024,-,-,1482,3,2155
5025,-,-,42325,145,58837
5026,-,-,51158,387,79451
5027,-,-,904,25,1515
5028,-,-,8809,96,12148
5029,-,-,1121,2,1564
5030,-,-,130587,4111,145427
5031,-,-,5995,75,8712
5032,-,-,54166,2652,70965
5033,-,-,34781,483,41635
5034,-,-,2181,15,3371
5035,-,-,17003,472,24897
5036,-,-,8838,177,18138
5037,-,-,93908,3198,178087
5038,-,-,21832,108,34331
5039,-,-,1222,9,1688
5040,-,-,29020,996,39025
5041,-,-,351710,17757,515332
5042,-,-,2044,11,3753
5043,-,-,490,6,1062
5044,-,-,298,0,620
5045,-,-,904,8,2781
5046,-,-,31785,272,45927
5047,-,-,3201,87,5382
5048,-,-,15319,586,23903
5049,-,-,38235,789,52497
5050,-,-,494,1,866
5051,-,-,238638,4927,296901
5052,-,-,57586,637,80751
5053,-,-,4443,42,6208
5054,-,-,6134,125,9632
5055,-,-,72650,2069,122609
5056,-,-,67120,2059,95554
5057,-,-,709,20,1625
5058,-,-,145636,2116,235525
5059,-,-,1592,3,2231
5060,-,-,43586,151,61737
5061,-,-,54088,397,82550
5062,-,-,1004,25,1595
5063,-,-,9013,99,12448
5064,-,-,1167,2,1613
5065,-,-,131657,4131,146134
5066,-,-,6208,80,9029
5067,-,-,55304,2672,72031
5068,-,-,35492,489,42429
5069,-,-,2205,17,3463
5070,-,-,17375,478,25367
5071,-,-,9724,188,18723
5072,-,-,99126,3312,182354
5073,-,-,22616,115,35515
5074,-,-,1237,9,1717
5075,-,-,29674,1015,39891
5076,-,-,358421,18050,524513
5077,-,-,2122,11,3853
5078,-,-,498,6,1114
5079,-,-,323,0,623
5080,-,-,973,8,3011
5081,-,-,33021,286,47455
5082,-,-,3355,89,5624
5083,-,-,15735,604,24889
5084,-,-,39060,800,53670
5085,-,-,510,1,910
5086,-,-,244675,5041,302815
5087,-,-,59374,645,82647
5088,-,-,4656,43,6372
5089,-,-,6301,134,10021
5090,-,-,76724,2120,126722
5091,-,-,70328,2100,98459
5092,-,-,749,21,1764
5093,-,-,154749,2203,244549
5094,-,-,1634,3,2327
5095,-,-,45073,155,64406
5096,-,-,56709,413,86413
5097,-,-,1015,26,1670
5098,-,-,9239,104,12929
5099,-,-,1209,2,1653
5100,-,-,132384,4139,147391
5101,-,-,6480,86,9444
5102,-,-,56444,2695,73163
5103,-,-,36082,500,43227
5104,-,-,2273,18,3497
5105,-,-,17979,490,25931
5106,-,-,10375,192,19225
5107,-,-,105599,3398,188611
5108,-,-,24042,120,36932
5109,-,-,1255,9,1770
5110,-,-,30596,1033,40734
5111,-,-,368435,18306,535601
5112,-,-,2128,12,3941
5113,-,-,509,6,1136
5114,-,-,323,0,648
5115,-,-,991,8,3031
5116,-,-,34806,296,48796
5117,-,-,3532,91,5900
5118,-,-,16790,636,25889
5119,-,-,40399,811,54887
5120,-,-,534,1,913
5121,-,-,250680,5159,308649
5122,-,-,61294,654,84544
5123,-,-,4838,43,6482
5124,-,-,6470,136,10432
5125,-,-,80589,2176,131763
5126,-,-,73395,2149,101390
5127,-,-,829,21,1900
5128,-,-,161425,2296,254146
5129,-,-,1659,3,2430
5130,-,-,47209,161,68999
5131,-,-,59786,416,90321
5132,-,-,1023,26,1751
5133,-,-,9508,109,13498
5134,-,-,1248,2,1696
5135,-,-,133405,4153,148504
5136,-,-,6641,89,9924
5137,-,-,57421,2713,74318
5138,-,-,36694,503,44024
5139,-,-,2362,18,3636
5140,-,-,18523,498,26413
5141,-,-,10815,197,19743
5142,-,-,112633,3510,196494
5143,-,-,24922,126,38144
5144,-,-,1274,9,1811
5145,-,-,31239,1048,41604
5146,-,-,381843,18650,548313
5147,-,-,2231,12,3982
5148,-,-,517,6,1179
5149,-,-,330,0,649
5150,-,-,1113,8,3118
5151,-,-,36479,305,50672
5152,-,-,3676,96,6381
5153,-,-,17212,675,26909
5154,-,-,41648,822,56100
5155,-,-,550,1,930
5156,-,-,256313,5278,314520
5157,-,-,63074,665,86475
5158,-,-,4912,44,6603
5159,-,-,6687,140,10886
5160,-,-,84661,2230,136238
5161,-,-,76120,2203,104326
5162,-,-,924,22,2037
5163,-,-,170984,2378,264142
5164,-,-,1718,4,2512
5165,-,-,49383,169,71795
5166,-,-,62284,426,94193
5167,-,-,1076,27,1842
5168,-,-,9658,114,13937
5169,-,-,1292,2,1752
5170,-,-,134318,4167,149460
5171,-,-,6912,91,10494
5172,-,-,58467,2731,75408
5173,-,-,37486,511,44817
5174,-,-,2435,19,3816
5175,-,-,19302,509,26949
5176,-,-,12844,209,20881
5177,-,-,121242,3613,203200
5178,-,-,25688,129,39708
5179,-,-,1282,9,1849
5180,-,-,31835,1065,42618
5181,-,-,390958,19063,560126
5182,-,-,2295,13,4112
5183,-,-,547,6,1193
5184,-,-,343,0,649
5185,-,-,1139,8,3168
5186,-,-,37901,314,52653
5187,-,-,3828,102,6680
5188,-,-,17839,706,27936
5189,-,-,41819,833,57414
5190,-,-,581,1,931
5191,-,-,261459,5397,320355
5192,-,-,64284,674,88396
5193,-,-,5015,46,6767
5194,-,-,7014,143,11302
5195,-,-,88786,2280,140775
5196,-,-,78617,2259,107323
5197,-,-,1032,24,2186
5198,-,-,180703,2475,273085
5199,-,-,1750,5,2607
5200,-,-,51693,175,74501
5201,-,-,64930,442,98008
5202,-,-,1091,28,1928
5203,-,-,9857,130,14481
5204,-,-,1331,2,1797
5205,-,-,135108,4178,150652
5206,-,-,7157,93,10970
5207,-,-,59538,2746,76480
5208,-,-,38348,518,45614
5209,-,-,2551,19,3874
5210,-,-,19942,520,27489
5211,-,-,13515,224,21595
5212,-,-,128182,3717,211108
5213,-,-,26992,139,41277
5214,-,-,1303,9,1879
5215,-,-,32405,1081,43414
5216,-,-,401442,19427,572734
5217,-,-,2360,13,4198
5218,-,-,581,6,1228
5219,-,-,348,0,657
5220,-,-,1198,8,3322
5221,-,-,39206,324,54630
5222,-,-,4009,106,6995
5223,-,-,18328,731,29013
5224,-,-,43897,846,58692
5225,-,-,623,1,1080
5226,-,-,267015,5514,326245
5227,-,-,66196,684,90259
5228,-,-,5088,50,6934
5229,-,-,7502,147,11615
5230,-,-,92526,2335,145287
5231,-,-,81189,2319,110358
